College_Name,URL_CtP
Reading Area Community College,https://ChangingThePresent.org/collections/Reading-Area-Community-College
Reading Hospital School of Health Sciences,https://ChangingThePresent.org/collections/Reading-Hospital-School-Of-Health-Sciences
Reconstructionist Rabbinical College,https://ChangingThePresent.org/collections/Reconstructionist-Rabbinical-College
Red River Technology Center,https://ChangingThePresent.org/collections/Red-River-Technology-Center
Red Rocks Community College,https://ChangingThePresent.org/collections/Red-Rocks-Community-College
Redlands Community College,https://ChangingThePresent.org/collections/Redlands-Community-College
Reed College,https://ChangingThePresent.org/collections/Reed-College
Reedley College,https://ChangingThePresent.org/collections/Reedley-College
Reformed Presbyterian Theological Seminary,https://ChangingThePresent.org/collections/Reformed-Presbyterian-Theological-Seminary
Regent University,https://ChangingThePresent.org/collections/Regent-University
Regional West Medical Center School of Radiologic Technology,https://ChangingThePresent.org/collections/Regional-West-Medical-Center-School-Of-Radiologic-Technology
Regis College,https://ChangingThePresent.org/collections/Regis-College
Regis University,https://ChangingThePresent.org/collections/Regis-University
Reid State Technical College,https://ChangingThePresent.org/collections/Reid-State-Technical-College
Reinhardt University,https://ChangingThePresent.org/collections/Reinhardt-University
Relay Graduate School of Education,https://ChangingThePresent.org/collections/Relay-Graduate-School-Of-Education
Remington College of Nursing Orlando,https://ChangingThePresent.org/collections/Remington-College-Of-Nursing-Orlando
Remington College-Baton Rouge Campus,https://ChangingThePresent.org/collections/Remington-College-Baton-Rouge-Campus
Remington College-Cleveland Campus,https://ChangingThePresent.org/collections/Remington-College-Cleveland-Campus
Remington College-Cleveland West Campus,https://ChangingThePresent.org/collections/Remington-College-Cleveland-West-Campus
Remington College-Colorado Springs Campus,https://ChangingThePresent.org/collections/Remington-College-Colorado-Springs-Campus
Remington College-Columbia Campus,https://ChangingThePresent.org/collections/Remington-College-Columbia-Campus
Remington College-Dallas Campus,https://ChangingThePresent.org/collections/Remington-College-Dallas-Campus
Remington College-Fort Worth Campus,https://ChangingThePresent.org/collections/Remington-College-Fort-Worth-Campus
Remington College-Heathrow Campus,https://ChangingThePresent.org/collections/Remington-College-Heathrow-Campus
Remington College-Honolulu Campus,https://ChangingThePresent.org/collections/Remington-College-Honolulu-Campus
Remington College-Houston Campus,https://ChangingThePresent.org/collections/Remington-College-Houston-Campus
Remington College-Houston Southeast Campus,https://ChangingThePresent.org/collections/Remington-College-Houston-Southeast-Campus
Remington College-Lafayette Campus,https://ChangingThePresent.org/collections/Remington-College-Lafayette-Campus
Remington College-Little Rock Campus,https://ChangingThePresent.org/collections/Remington-College-Little-Rock-Campus
Remington College-Memphis Campus,https://ChangingThePresent.org/collections/Remington-College-Memphis-Campus
Remington College-Mobile Campus,https://ChangingThePresent.org/collections/Remington-College-Mobile-Campus
Remington College-Nashville Campus,https://ChangingThePresent.org/collections/Remington-College-Nashville-Campus
Remington College-North Houston Campus,https://ChangingThePresent.org/collections/Remington-College-North-Houston-Campus
Remington College-Shreveport Campus,https://ChangingThePresent.org/collections/Remington-College-Shreveport-Campus
Remington College-Tampa Campus,https://ChangingThePresent.org/collections/Remington-College-Tampa-Campus
Rend Lake College,https://ChangingThePresent.org/collections/Rend-Lake-College
Rensselaer BOCES-Practical Nursing Program,https://ChangingThePresent.org/collections/Rensselaer-Boces-Practical-Nursing-Program
Rensselaer Hartford Graduate Center Inc,https://ChangingThePresent.org/collections/Rensselaer-Hartford-Graduate-Center-Inc
Rensselaer Polytechnic Institute,https://ChangingThePresent.org/collections/Rensselaer-Polytechnic-Institute
Renton Technical College,https://ChangingThePresent.org/collections/Renton-Technical-College
Resurrection University,https://ChangingThePresent.org/collections/Resurrection-University
Rhode Island College,https://ChangingThePresent.org/collections/Rhode-Island-College
Rhode Island School of Design,https://ChangingThePresent.org/collections/Rhode-Island-School-Of-Design
Rhodes College,https://ChangingThePresent.org/collections/Rhodes-College
Rice University,https://ChangingThePresent.org/collections/Rice-University
Rich Mountain Community College,https://ChangingThePresent.org/collections/Rich-Mountain-Community-College
Richard Bland College of the College of William and Mary,https://ChangingThePresent.org/collections/Richard-Bland-College-Of-The-College-Of-William-And-Mary
Richland College,https://ChangingThePresent.org/collections/Richland-College
Richland Community College,https://ChangingThePresent.org/collections/Richland-Community-College
Richmond Community College,https://ChangingThePresent.org/collections/Richmond-Community-College
Richmont Graduate University,https://ChangingThePresent.org/collections/Richmont-Graduate-University
Rider University,https://ChangingThePresent.org/collections/Rider-University
Ridge Career Center,https://ChangingThePresent.org/collections/Ridge-Career-Center
Ridgewater College,https://ChangingThePresent.org/collections/Ridgewater-College
Ringling College of Art and Design,https://ChangingThePresent.org/collections/Ringling-College-Of-Art-And-Design
Rio Grande Bible Institute,https://ChangingThePresent.org/collections/Rio-Grande-Bible-Institute
Rio Hondo College,https://ChangingThePresent.org/collections/Rio-Hondo-College
Rio Salado College,https://ChangingThePresent.org/collections/Rio-Salado-College
Ripon College,https://ChangingThePresent.org/collections/Ripon-College
River Parishes Community College,https://ChangingThePresent.org/collections/River-Parishes-Community-College
River Valley Community College,https://ChangingThePresent.org/collections/River-Valley-Community-College
Riverland Community College,https://ChangingThePresent.org/collections/Riverland-Community-College
Riverside City College,https://ChangingThePresent.org/collections/Riverside-City-College
Riverside College of Health Careers,https://ChangingThePresent.org/collections/Riverside-College-Of-Health-Careers
Riverside County Office of Education,https://ChangingThePresent.org/collections/Riverside-County-Office-Of-Education
Rivier University,https://ChangingThePresent.org/collections/Rivier-University
Roane State Community College,https://ChangingThePresent.org/collections/Roane-State-Community-College
Roane-Jackson Technical Center,https://ChangingThePresent.org/collections/Roane-Jackson-Technical-Center
Roanoke College,https://ChangingThePresent.org/collections/Roanoke-College
Roanoke-Chowan Community College,https://ChangingThePresent.org/collections/Roanoke-Chowan-Community-College
Robert Morgan Educational Center,https://ChangingThePresent.org/collections/Robert-Morgan-Educational-Center
Robert Morris University,https://ChangingThePresent.org/collections/Robert-Morris-University
Robert Morris University Illinois,https://ChangingThePresent.org/collections/Robert-Morris-University-Illinois
Roberts Wesleyan College,https://ChangingThePresent.org/collections/Roberts-Wesleyan-College
Robeson Community College,https://ChangingThePresent.org/collections/Robeson-Community-College
Rochester College,https://ChangingThePresent.org/collections/Rochester-College
Rochester Community and Technical College,https://ChangingThePresent.org/collections/Rochester-Community-And-Technical-College
Rochester General Hospital Clinical Laboratory Technology Program,https://ChangingThePresent.org/collections/Rochester-General-Hospital-Clinical-Laboratory-Technology-Program
Rochester Institute of Technology,https://ChangingThePresent.org/collections/Rochester-Institute-Of-Technology
Rock Valley College,https://ChangingThePresent.org/collections/Rock-Valley-College
Rockefeller University,https://ChangingThePresent.org/collections/Rockefeller-University
Rockford University,https://ChangingThePresent.org/collections/Rockford-University
Rockhurst University,https://ChangingThePresent.org/collections/Rockhurst-University
Rockingham Community College,https://ChangingThePresent.org/collections/Rockingham-Community-College
Rockland Community College,https://ChangingThePresent.org/collections/Rockland-Community-College
Rockland County BOCES-Practical Nursing Program,https://ChangingThePresent.org/collections/Rockland-County-Boces-Practical-Nursing-Program
Rocky Mountain College,https://ChangingThePresent.org/collections/Rocky-Mountain-College
Roger Williams University,https://ChangingThePresent.org/collections/Roger-Williams-University
Roger Williams University School of Law,https://ChangingThePresent.org/collections/Roger-Williams-University-School-Of-Law
Rogers State University,https://ChangingThePresent.org/collections/Rogers-State-University
Rogue Community College,https://ChangingThePresent.org/collections/Rogue-Community-College
Rolf Institute of Structural Integration,https://ChangingThePresent.org/collections/Rolf-Institute-Of-Structural-Integration
Rolla Technical Institute/Center,https://ChangingThePresent.org/collections/Rolla-Technical-Institute/Center
